Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.170.150.88,Île-de-France²,2020-07-21T18:38:47.069Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.34.225,Île-de-France²,2020-07-21T17:57:06.080Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.34.225,Île-de-France²,2020-07-21T05:03:54.612Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.171.109.69,Auvergne-Rhône-Alpes,2020-07-20T19:15:32.786Z
NFAPPL-02-IPHONE8=1-FC3FB06DACC290E1A14FFFE211E0D76DC9A430BDA65CF628569367C4ED27EAD3,FR,Apple iPhone 6s,Apple iPhone 6s,37.170.183.72,Provence-Alpes-Côte-d’Azur,2020-07-20T18:40:36.057Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.166.192.25,Pays-de-la-Loire,2020-07-19T18:41:12.640Z
NFAPPL-02-IPHONE8=1-FC3FB06DACC290E1A14FFFE211E0D76DC9A430BDA65CF628569367C4ED27EAD3,FR,Apple iPhone 6s,Apple iPhone 6s,37.166.192.25,Pays-de-la-Loire,2020-07-19T18:34:11.573Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.171.109.69,Auvergne-Rhône-Alpes,2020-07-19T14:15:28.381Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.171.109.69,Auvergne-Rhône-Alpes,2020-07-19T11:43:10.242Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.92.132,Auvergne-Rhône-Alpes,2020-07-19T11:42:43.387Z
NFAPPL-02-IPHONE8=1-FC3FB06DACC290E1A14FFFE211E0D76DC9A430BDA65CF628569367C4ED27EAD3,FR,Apple iPhone 6s,Apple iPhone 6s,37.166.192.25,Pays-de-la-Loire,2020-07-19T11:39:14.533Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.166.192.25,Pays-de-la-Loire,2020-07-19T09:19:16.134Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.170.168.48,Provence-Alpes-Côte-d’Azur,2020-07-19T08:24:44.669Z
NFCDFF-LX-G7RYKAMX6FURE5MWCLJ5T34L3C72QW,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.170.54.89,Île-de-France²,2020-07-18T19:35:36.198Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.167.25.113,Île-de-France²,2020-07-18T19:18:04.572Z
NFCDFF-LX-G7RYKAMX6FURE5MWCLJ5T34L3C72QW,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.166.56.218,Hauts-de-France,2020-07-18T10:15:08.364Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.182.247,Normandie,2020-07-18T05:49:34.508Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.167.25.113,Île-de-France²,2020-07-17T19:15:01.276Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.166.203.3,Île-de-France²,2020-07-17T15:23:25.043Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.235.106,Pays-de-la-Loire,2020-07-17T11:05:37.537Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.235.106,Pays-de-la-Loire,2020-07-17T11:05:34.649Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.235.106,Pays-de-la-Loire,2020-07-17T11:05:29.605Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.166.203.3,Île-de-France²,2020-07-17T09:16:18.424Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.110.11,Île-de-France²,2020-07-17T06:49:35.704Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.176.160,Auvergne-Rhône-Alpes,2020-07-16T20:50:35.099Z
NFAPPL-02-IPHONE8=1-FC3FB06DACC290E1A14FFFE211E0D76DC9A430BDA65CF628569367C4ED27EAD3,FR,Apple iPhone 6s,Apple iPhone 6s,37.165.25.133,Occitanie,2020-07-16T17:41:16.562Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.165.25.133,Occitanie,2020-07-16T13:39:53.863Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.176.160,Auvergne-Rhône-Alpes,2020-07-16T12:05:46.924Z
NFAPPL-02-IPHONE8=1-FC3FB06DACC290E1A14FFFE211E0D76DC9A430BDA65CF628569367C4ED27EAD3,FR,Apple iPhone 6s,Apple iPhone 6s,37.173.165.143,Île-de-France²,2020-07-16T10:32:52.215Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.83.231,Burgundy-Franche-Comté,2020-07-16T07:40:30.690Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.182.178,Grand-Est,2020-07-16T06:09:04.073Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.171.184.150,Hauts-de-France,2020-07-15T19:03:11.549Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.56.210,Île-de-France²,2020-07-14T19:01:19.298Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.98.145,Burgundy-Franche-Comté,2020-07-14T10:03:16.779Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.172.110.9,Hauts-de-France,2020-07-13T18:28:31.838Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.164.149.162,Auvergne-Rhône-Alpes,2020-07-13T17:52:45.395Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.34.187,Centre-Val de Loire,2020-07-12T19:26:39.207Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.167.206.221,Île-de-France²,2020-07-12T15:56:52.233Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.174.31,Île-de-France²,2020-07-11T18:37:04.939Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.149.61,Grand-Est,2020-07-10T17:02:54.459Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.43.162,Normandie,2020-07-10T10:16:22.748Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.164.17.67,Île-de-France²,2020-07-09T11:14:14.949Z
NFAPPL-02-IPHONE8=1-FC3FB06DACC290E1A14FFFE211E0D76DC9A430BDA65CF628569367C4ED27EAD3,FR,Apple iPhone 6s,Apple iPhone 6s,37.167.39.242,Île-de-France²,2020-07-08T18:40:05.678Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.3.94,Hauts-de-France,2020-07-08T14:20:28.947Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.171.34.134,Grand-Est,2020-07-08T11:38:49.649Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.4.165,Auvergne-Rhône-Alpes,2020-07-08T10:33:33.609Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.143.94,Île-de-France²,2020-07-07T21:14:35.329Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.106.38,Occitanie,2020-07-07T20:24:48.183Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.106.38,Occitanie,2020-07-07T11:29:40.569Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.167.153.30,Île-de-France²,2020-07-06T23:05:00.551Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.75.189,Auvergne-Rhône-Alpes,2020-07-06T18:16:26.921Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.75.189,Auvergne-Rhône-Alpes,2020-07-06T11:08:09.701Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.90.169,Île-de-France²,2020-07-05T17:36:16.031Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.90.169,Île-de-France²,2020-07-05T11:12:10.913Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.248.81,Centre-Val de Loire,2020-07-05T07:36:11.625Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.248.81,Centre-Val de Loire,2020-07-04T21:18:41.124Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.166.42.169,Provence-Alpes-Côte-d’Azur,2020-07-04T19:47:39.052Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.164.2.186,Unknown,2020-07-04T15:22:40.060Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.164.245.58,Provence-Alpes-Côte-d’Azur,2020-07-03T21:17:49.203Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.167.68.21,Île-de-France²,2020-07-03T20:31:50.959Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.167.153.146,Île-de-France²,2020-07-03T18:58:23.599Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.167.68.21,Île-de-France²,2020-07-03T14:46:28.114Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.107.104,Nouvelle-Aquitaine,2020-07-02T21:14:01.191Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.172.155.169,Île-de-France²,2020-07-02T18:29:03.351Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.167.215.157,Île-de-France²,2020-07-02T07:15:18.347Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.173.112.122,Normandie,2020-07-01T19:49:48.145Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.44.65,Provence-Alpes-Côte-d’Azur,2020-07-01T18:09:44.734Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.173.75.90,Nouvelle-Aquitaine,2020-07-01T17:28:50.057Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.173.44.50,Pays-de-la-Loire,2020-07-01T11:10:00.718Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.44.65,Provence-Alpes-Côte-d’Azur,2020-07-01T10:11:02.480Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.0.215,Brittany,2020-06-30T21:30:05.819Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.172.201.29,Île-de-France²,2020-06-30T19:06:48.303Z
NFCDFF-LX-G7RYKAMX6FURE5MWCLJ5T34L3C72QW,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.173.163.193,Auvergne-Rhône-Alpes,2020-06-30T16:53:47.859Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.173.163.193,Auvergne-Rhône-Alpes,2020-06-30T16:47:55.808Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.163.193,Auvergne-Rhône-Alpes,2020-06-30T16:21:19.589Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.212.27,Auvergne-Rhône-Alpes,2020-06-30T00:28:18.246Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.163.193,Auvergne-Rhône-Alpes,2020-06-29T22:13:23.744Z
NFAPPL-02-IPHONE8=1-FC3FB06DACC290E1A14FFFE211E0D76DC9A430BDA65CF628569367C4ED27EAD3,FR,Apple iPhone 6s,Apple iPhone 6s,37.166.227.159,Unknown,2020-06-28T07:58:50.108Z
NFAPPL-02-IPHONE8=1-FC3FB06DACC290E1A14FFFE211E0D76DC9A430BDA65CF628569367C4ED27EAD3,FR,Apple iPhone 6s,Apple iPhone 6s,37.172.232.22,Burgundy-Franche-Comté,2020-06-26T19:24:06.021Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.172.232.22,Burgundy-Franche-Comté,2020-06-26T19:01:24.367Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.165.174.166,Île-de-France²,2020-06-26T12:59:19.986Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.167.134.86,Île-de-France²,2020-06-25T19:05:40.460Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.166.83.95,Nouvelle-Aquitaine,2020-06-25T16:18:02.455Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.171.26.140,Île-de-France²,2020-06-25T09:49:50.419Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.212.155,Île-de-France²,2020-06-24T18:25:12.581Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.164.49.171,Nouvelle-Aquitaine,2020-06-23T07:08:47.395Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.170.252.223,Provence-Alpes-Côte-d’Azur,2020-06-22T20:05:45.658Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.166.72.198,Normandie,2020-06-22T16:40:46.921Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.166.15.46,Hauts-de-France,2020-06-22T11:18:13.107Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.171.49.116,Île-de-France²,2020-06-21T15:18:24.136Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.146.22,Grand-Est,2020-06-20T21:12:23.298Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.173.146.22,Grand-Est,2020-06-19T21:18:50.233Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.165.79.82,Île-de-France²,2020-06-18T20:19:01.368Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.170.146.74,Hauts-de-France,2020-06-18T11:39:24.625Z
NFANDROID1-PRV-P-L3-SAMSUSM-A520F-4445-0AD4B9281C99FEDDB68F6ECEB09FF5C47D980F7934D3199B8C9E87AA5184BFEA5,FR,Android DefaultWidevineL3Phone Android Phone,Android DefaultWidevineL3Phone Android Phone,37.166.201.45,Occitanie,2020-06-17T20:16:37.287Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.164.30.226,Hauts-de-France,2020-06-17T11:11:09.986Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.164.119.165,Île-de-France²,2020-06-17T07:29:07.627Z
NFCDFF-LX-G7W5J32VK8XVNEWMX62AF1EGAE3YJ2,FR,Netflix Linux Firefox Other,Netflix Linux Firefox Other,37.167.222.26,Île-de-France²,2020-06-16T11:18:44.145Z
